Indis	chromosome	variants	phased	unphased	singletons	blocks	variant_per_block_median	variant_per_block_avg	variant_per_block_min	variant_per_block_max	variant_per_block_sum	bp_per_block_median	bp_per_block_avg	bp_per_block_min	bp_per_block_max	bp_per_block_sum	heterozygous_variants	heterozygous_snvs	phased_snvs	phased_fraction	phased_snvs_fraction	block_n50	group
GTOP-AK092	10	263489	133315	515	0	390	52.5	341.8333333333333	2	3451	133315	98808.5	290712.1692307692	6	2379898	113377746	133830	110668	110219	0.9961518344167974	0.9959428199660245	620017	LRS
GTOP-AK092	11	270562	135641	5790	0	341	75	397.7741935483871	2	6122	135641	135632	338522.14662756596	5	3333535	115436052	141431	119082	113382	0.9590613090482285	0.9521338237517005	659380	LRS
GTOP-AK092	12	251160	128633	1492	0	346	58.5	371.771676300578	2	3523	128633	104352	330810.3641618497	6	2475258	114460386	130125	106390	104986	0.9885341018251681	0.986803270984115	747148	LRS
GTOP-AK092	13	204402	90978	1290	0	284	55.5	320.34507042253523	2	4347	90978	123423	290009.6971830986	3	2858417	82362754	92268	76387	75150	0.986018988164911	0.983806145024677	461421	LRS
GTOP-AK092	14	147611	83802	138	0	255	69	328.63529411764705	2	5333	83802	141469	291400.6274509804	46	2955168	74307160	83940	69293	69205	0.9983559685489636	0.9987300304504062	393432	LRS
GTOP-AK092	15	150181	74659	3043	0	272	41	274.48161764705884	2	5194	74659	90620.5	246462.64338235295	12	3204056	67037839	77702	64467	61694	0.9608375588787933	0.9569857446445468	294117	LRS
GTOP-AK092	16	156914	84762	2365	0	260	18	326.0076923076923	2	7512	84762	67620.5	256451.5846153846	1	3817940	66677412	87127	72523	70313	0.9728557163680605	0.9695269087048247	465441	LRS
GTOP-AK092	17	190984	72046	716	0	301	43	239.35548172757476	2	2923	72046	74987	207279.5315614618	1	1604598	62391139	72762	58736	58127	0.9901596987438498	0.9896315717788069	351825	LRS
GTOP-AK092	18	182732	70073	3167	0	257	45	272.6575875486381	2	2494	70073	94591	248429.4046692607	1	2072708	63846357	73240	61176	58066	0.9567586018569088	0.9491630704851576	455318	LRS
GTOP-AK092	19	105878	66843	238	0	154	98	434.04545454545456	2	4766	66843	127282	310751.1883116883	410	3145652	47855683	67081	53380	53204	0.9964520505061045	0.9967028849756463	557407	LRS
GTOP-AK092	20	129702	67865	1467	0	197	93	344.492385786802	2	3250	67865	110737	275650.4873096447	70	2023279	54303146	69332	58240	56810	0.9788409392488318	0.9754464285714286	539496	LRS
GTOP-AK092	21	85112	46808	1382	0	126	127	371.4920634920635	2	3130	46808	104530.5	248119.04761904763	1	2535848	31263000	48190	40818	39516	0.9713218510064329	0.96810230780538	352351	LRS
GTOP-AK092	22	75260	44933	407	0	113	85	397.6371681415929	2	4860	44933	87893	285751.2566371681	137	4375683	32289892	45340	37570	37208	0.9910233789148655	0.9903646526483897	346804	LRS
GTOP-AK111	1	428172	204093	2030	0	900	37	226.77	2	3194	204093	86083.5	207595.23555555556	2	2732633	186835712	206123	169817	167978	0.9901515114761574	0.9891706955134056	336036	LRS
GTOP-AK111	2	397271	210360	1102	0	972	11	216.41975308641975	2	3180	210360	59086.5	200872.09567901236	1	2452117	195247677	211462	174306	173366	0.9947886617926626	0.9946071850653448	414445	LRS
GTOP-AK111	3	341788	177424	1976	1	814	15	217.96560196560196	2	3716	177424	68331.5	194581.81695331694	2	2182161	158389599	179401	149236	147414	0.9889799945373772	0.9877911495885712	364033	LRS
GTOP-AK111	4	361158	191205	1379	0	688	26.5	277.9142441860465	2	4068	191205	76853	227821.70203488372	1	2845761	156741331	192584	160933	159713	0.9928394882233207	0.9924192055078822	453479	LRS
GTOP-AK111	5	284424	164497	515	0	643	28	255.82737169517884	2	3536	164497	85687	230890.2472783826	1	2670670	148462429	165012	136592	136192	0.9968790148595253	0.9970715708094178	474359	LRS
GTOP-AK111	6	294280	164529	1372	0	575	36	286.13739130434783	2	3330	164529	85395	240139.14434782608	1	2445104	138080008	165901	137223	135973	0.9917300076551678	0.9908907398905431	469426	LRS
GTOP-AK111	7	297932	164093	2230	0	543	44	302.1970534069982	2	4657	164093	94651	243938.48987108655	76	2910876	132458600	166323	137790	135691	0.9865923534327784	0.9847666739240873	453302	LRS
GTOP-AK111	8	247193	136734	1803	0	542	39	252.27675276752768	2	5128	136734	81623	217315.5036900369	1	1975131	117785003	138537	116120	114440	0.9869854262760129	0.9855322080606269	406479	LRS
GTOP-AK111	9	229809	124613	2768	1	463	37	269.1425485961123	2	2393	124613	80982	215109.44708423325	3	1996342	99595674	127382	107205	104663	0.978262234852648	0.9762884193834243	333838	LRS
GTOP-AK111	10	265599	133155	699	1	462	37	288.2142857142857	2	3350	133155	88729.5	242134.98484848486	6	2354182	111866363	133855	110576	109999	0.9947704605730081	0.9947818694834322	496527	LRS
GTOP-AK111	11	266433	128146	6360	0	484	35	264.76446280991735	2	5371	128146	88717.5	227827.2438016529	4	2973013	110268386	134506	113627	107355	0.9527158639763282	0.9448018516725778	425938	LRS
GTOP-AK111	12	252695	130522	1769	0	412	34	316.8009708737864	2	3117	130522	91516.5	270738.0291262136	2	2698206	111544068	132291	108223	106552	0.9866279641094254	0.9845596592221616	598357	LRS
GTOP-AK111	13	206780	95041	1231	1	316	62.5	300.7626582278481	2	4606	95041	111201.5	258839.32278481012	1	3058629	81793226	96273	79680	78503	0.9872030579705628	0.9852284136546184	400169	LRS
GTOP-AK111	14	146781	85822	171	1	299	34	287.03010033444815	2	2743	85822	87891	237817.6254180602	255	1944619	71107470	85994	70737	70629	0.9979998604553806	0.9984732176937106	333986	LRS
GTOP-AK111	15	151348	78443	2667	1	328	32	239.15548780487805	2	2828	78443	66766	199419.41463414635	16	1946227	65409568	81111	67678	65208	0.9671068042558962	0.9635036496350365	225408	LRS
GTOP-AK111	16	156261	82496	2391	0	285	35	289.45964912280704	2	4936	82496	84934	229569.97894736842	1	2675355	65427444	84887	70714	68489	0.9718331428840694	0.9685352264049552	357627	LRS
GTOP-AK111	17	177650	74490	848	1	313	43	237.98722044728436	2	3504	74490	75824	202104.47923322683	2	2282952	63258702	75339	60456	59719	0.9887309361685183	0.9878093158660844	345051	LRS
GTOP-AK111	18	188049	74631	3593	0	259	36	288.1505791505792	2	3354	74631	83772	245469.1776061776	2	2253019	63576517	78224	65531	61994	0.9540678052771528	0.9460255451618318	477378	LRS
GTOP-AK111	19	106942	66995	261	0	192	89.5	348.9322916666667	2	3185	66995	106647	248767.11979166666	367	1697527	47763287	67256	53413	53221	0.9961193053407874	0.9964053694793402	456383	LRS
GTOP-AK111	20	125867	64499	1905	0	244	51.5	264.34016393442624	2	2528	64499	87742	217181.57786885247	190	1492690	52992305	66404	55706	53831	0.9713119691584844	0.9663411481707536	484831	LRS
GTOP-AK111	21	85065	47832	1417	0	135	179	354.31111111111113	2	3654	47832	147988	229873.14074074075	3	1410404	31032874	49249	41977	40650	0.9712278421896892	0.9683874502703862	240724	LRS
GTOP-AK111	22	75736	44613	428	0	165	54	270.3818181818182	2	3248	44613	51568	181827.72727272726	62	1871266	30001575	45041	37674	37321	0.9904975466796918	0.9906301428040558	142740	LRS
GTOP-AK112	1	434379	203692	1963	0	677	51	300.8744460856721	2	3761	203692	122101	287424.63958641066	2	2706570	194586481	205655	169355	167597	0.9904548880406506	0.9896194384576776	503737	LRS
GTOP-AK112	2	401817	217626	1027	0	704	37.5	309.12784090909093	2	3825	217626	102417.5	288209.359375	2	3058961	202899389	218653	180871	180011	0.9953030600997929	0.9952452300258195	583520	LRS
GTOP-AK112	3	346155	189313	1750	0	529	38	357.8695652173913	2	5082	189313	114212	322961.4423440454	5	4372997	170846603	191063	158977	157347	0.990840717459686	0.9897469445265668	682477	LRS
GTOP-AK112	4	366371	186327	1148	0	568	38.5	328.0404929577465	2	3341	186327	111615.5	278917.14964788733	1	2652896	158424941	187475	156480	155459	0.9938765168689159	0.9934752044989775	577370	LRS
GTOP-AK112	5	289649	163184	479	0	504	55.5	323.77777777777777	2	3410	163184	111809.5	300753.4861111111	1	2773785	151579757	163663	135604	135236	0.9970732541869574	0.9972862157458482	587856	LRS
